datetime,Sector,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Wood Energy,Waste Energy,"Fuel Ethanol, Excluding Denaturant",Biomass Losses and Co-products,Biomass Energy,Total Renewable Energy,Renewable Diesel Fuel,Other Biofuels,Conventional Hydroelectric Power,Biodiesel
1973-04-01,Residential,1.0226,0.5272,0.0,0.0,29.104,0.18839999999999998,0.0,0.0,64.01733333333333,29.104,0.0,0.0,83.11919999999999,0.0
1973-04-01,Transportation,1.0292,0.5198,0.0,0.0,14.837,0.1956,0.0,0.0,32.29366666666666,14.837,0.0,0.0,83.6108,0.0
1973-05-01,Commerical,1.0358,0.5124,0.0,0.0,0.57,0.20279999999999998,0.0,0.0,0.57,0.57,0.0,0.0,84.10239999999999,0.0
1973-05-01,Electric Power,1.0424,0.505,0.0,0.0,0.048,0.21,0.0,0.0,0.258,85.357,0.0,0.0,84.594,0.0
1973-05-01,Industrial,1.049,0.5198,0.0,0.0,98.933,0.2032,0.0,0.0,98.933,99.981,0.0,0.0,83.8836,0.0
1973-05-01,Residential,1.0428,0.5346,0.0,0.0,30.074,0.1964,0.0,0.0,66.13900000000001,30.074,0.0,0.0,83.1732,0.0
1973-05-01,Transportation,1.0366,0.5494,0.0,0.0,15.3125,0.1896,0.0,0.0,33.345,15.3125,0.0,0.0,82.4628,0.0
1973-06-01,Commerical,1.0304,0.5641999999999999,0.0,0.0,0.551,0.1828,0.0,0.0,0.551,0.551,0.0,0.0,81.7524,0.0
1973-06-01,Electric Power,1.0242,0.579,0.0,0.0,0.039,0.176,0.0,0.0,0.214,81.835,0.0,0.0,81.042,0.0
1973-06-01,Industrial,1.018,0.586,0.0,0.0,95.741,0.17479999999999998,0.0,0.0,95.741,96.759,0.0,0.0,80.1322,0.0
1973-06-01,Residential,0.9956,0.593,0.0,0.0,29.104,0.1736,0.0,0.0,64.01733333333333,29.104,0.0,0.0,79.2224,0.0
1973-06-01,Transportation,0.9732000000000001,0.6,0.0,0.0,14.837,0.1724,0.0,0.0,32.29366666666666,14.837,0.0,0.0,78.3126,0.0
1973-07-01,Commerical,0.9508000000000001,0.607,0.0,0.0,0.57,0.17120000000000002,0.0,0.0,0.57,0.57,0.0,0.0,77.4028,0.0
1973-07-01,Electric Power,0.9284,0.614,0.0,0.0,0.04,0.17,0.0,0.0,0.21,77.317,0.0,0.0,76.493,0.0
1973-07-01,Industrial,0.906,0.607,0.0,0.0,98.933,0.1728,0.0,0.0,98.933,99.839,0.0,0.0,75.6064,0.0
1973-07-01,Residential,0.8998,0.6,0.0,0.0,30.074,0.1756,0.0,0.0,66.14533333333333,30.074,0.0,0.0,74.71979999999999,0.0
1973-07-01,Transportation,0.8936000000000001,0.593,0.0,0.0,15.322000000000001,0.1784,0.0,0.0,33.35766666666666,15.322000000000001,0.0,0.0,73.8332,0.0
1973-08-01,Commerical,0.8874,0.586,0.0,0.0,0.57,0.1812,0.0,0.0,0.57,0.57,0.0,0.0,72.9466,0.0
1973-08-01,Electric Power,0.8812,0.579,0.0,0.0,0.157,0.184,0.0,0.0,0.341,72.98,0.0,0.0,72.06,0.0
1973-08-01,Industrial,0.875,0.5611999999999999,0.0,0.0,98.933,0.1828,0.0,0.0,98.933,99.808,0.0,0.0,69.301,0.0
1973-08-01,Residential,0.8528,0.5434,0.0,0.0,30.074,0.18159999999999998,0.0,0.0,66.13900000000001,30.074,0.0,0.0,66.542,0.0
1973-08-01,Transportation,0.8306,0.5256,0.0,0.0,15.3125,0.1804,0.0,0.0,33.345,15.3125,0.0,0.0,63.783,0.0
1973-09-01,Commerical,0.8084,0.5078,0.0,0.0,0.551,0.1792,0.0,0.0,0.551,0.551,0.0,0.0,61.024,0.0
1973-09-01,Electric Power,0.7862,0.49,0.0,0.0,0.207,0.178,0.0,0.0,0.385,59.14,0.0,0.0,58.265,0.0
1973-09-01,Industrial,0.764,0.5075999999999999,0.0,0.0,95.741,0.1824,0.0,0.0,95.741,96.505,0.0,0.0,59.0388,0.0
1973-09-01,Residential,0.7776,0.5252,0.0,0.0,29.104,0.1868,0.0,0.0,64.01733333333333,29.104,0.0,0.0,59.8126,0.0
1973-09-01,Transportation,0.7912,0.5428,0.0,0.0,14.837,0.1912,0.0,0.0,32.29366666666666,14.837,0.0,0.0,60.5864,0.0
1973-10-01,Commerical,0.8048,0.5604,0.0,0.0,0.57,0.1956,0.0,0.0,0.57,0.57,0.0,0.0,61.3602,0.0
1973-10-01,Electric Power,0.8184,0.578,0.0,0.0,0.193,0.2,0.0,0.0,0.393,63.106,0.0,0.0,62.134,0.0
1973-10-01,Industrial,0.832,0.5863999999999999,0.0,0.0,98.933,0.1902,0.0,0.0,98.933,99.765,0.0,0.0,63.3444,0.0
1973-10-01,Residential,0.8408,0.5948,0.0,0.0,30.074,0.1804,0.0,0.0,66.13900000000001,30.074,0.0,0.0,64.5548,0.0
1973-10-01,Transportation,0.8496,0.6032,0.0,0.0,15.3125,0.1706,0.0,0.0,33.345,15.3125,0.0,0.0,65.76520000000001,0.0
1973-11-01,Commerical,0.8583999999999999,0.6116,0.0,0.0,0.551,0.1608,0.0,0.0,0.551,0.551,0.0,0.0,66.9756,0.0
1973-11-01,Electric Power,0.8672,0.62,0.0,0.0,0.095,0.151,0.0,0.0,0.246,69.053,0.0,0.0,68.186,0.0
1973-11-01,Industrial,0.876,0.656,0.0,0.0,95.741,0.1478,0.0,0.0,95.741,96.618,0.0,0.0,72.37140000000001,0.0
1973-11-01,Residential,0.9044,0.6920000000000001,0.0,0.0,29.104,0.1446,0.0,0.0,64.01733333333333,29.104,0.0,0.0,76.55680000000001,0.0
1973-11-01,Transportation,0.9328,0.728,0.0,0.0,14.837,0.1414,0.0,0.0,32.29366666666666,14.837,0.0,0.0,80.7422,0.0
1973-12-01,Commerical,0.9612,0.764,0.0,0.0,0.57,0.13820000000000002,0.0,0.0,0.57,0.57,0.0,0.0,84.9276,0.0
1973-12-01,Electric Power,0.9896,0.8,0.0,0.0,0.113,0.135,0.0,0.0,0.248,90.161,0.0,0.0,89.113,0.0
1973-12-01,Industrial,1.018,0.7808,0.0,0.0,98.933,0.1384,0.0,0.0,98.933,99.951,0.0,0.0,90.9852,0.0
1973-12-01,Residential,1.0196,0.7616,0.0,0.0,30.074,0.1418,0.0,0.0,66.154,30.074,0.0,0.0,92.8574,0.0
1973-12-01,Transportation,1.0212,0.7424,0.0,0.0,15.335,0.1452,0.0,0.0,33.375,15.335,0.0,0.0,94.7296,0.0
1974-01-01,Commerical,1.0228,0.7232,0.0,0.0,0.596,0.1486,0.0,0.0,0.596,0.596,0.0,0.0,96.6018,0.0
1974-01-01,Electric Power,1.0244,0.704,0.0,0.0,0.111,0.152,0.0,0.0,0.263,99.441,0.0,0.0,98.474,0.0
1974-01-01,Industrial,1.026,0.6874,0.0,0.0,98.442,0.15,0.0,0.0,98.442,99.467,0.0,0.0,96.887,0.0
1974-01-01,Residential,1.0082,0.6708,0.0,0.0,31.506,0.148,0.0,0.0,65.80733333333333,31.506,0.0,0.0,95.3,0.0
1974-01-01,Transportation,0.9904000000000001,0.6542,0.0,0.0,16.022,0.146,0.0,0.0,33.17266666666666,16.022,0.0,0.0,93.71300000000001,0.0
1974-02-01,Commerical,0.9726,0.6376,0.0,0.0,0.538,0.144,0.0,0.0,0.538,0.538,0.0,0.0,92.126,0.0
1974-02-01,Electric Power,0.9548000000000001,0.621,0.0,0.0,0.039,0.142,0.0,0.0,0.181,91.341,0.0,0.0,90.539,0.0
1974-02-01,Industrial,0.937,0.6382,0.0,0.0,88.915,0.1432,0.0,0.0,88.915,89.852,0.0,0.0,91.2204,0.0
1974-02-01,Residential,0.9504,0.6554,0.0,0.0,28.457,0.1444,0.0,0.0,59.47533333333334,28.457,0.0,0.0,91.9018,0.0
1974-02-01,Transportation,0.9638,0.6726,0.0,0.0,14.5265,0.14559999999999998,0.0,0.0,30.03566666666667,14.5265,0.0,0.0,92.5832,0.0
1974-03-01,Commerical,0.9772000000000001,0.6898,0.0,0.0,0.596,0.14679999999999999,0.0,0.0,0.596,0.596,0.0,0.0,93.2646,0.0
1974-03-01,Electric Power,0.9906,0.707,0.0,0.0,0.036,0.148,0.0,0.0,0.184,94.837,0.0,0.0,93.946,0.0
1974-03-01,Industrial,1.004,0.6988,0.0,0.0,98.442,0.14679999999999999,0.0,0.0,98.442,99.446,0.0,0.0,94.1522,0.0
1974-03-01,Residential,1.0016,0.6906,0.0,0.0,31.506,0.14559999999999998,0.0,0.0,65.82033333333334,31.506,0.0,0.0,94.3584,0.0
1974-03-01,Transportation,0.9992,0.6824,0.0,0.0,16.0415,0.1444,0.0,0.0,33.19866666666667,16.0415,0.0,0.0,94.5646,0.0
1974-04-01,Commerical,0.9968,0.6742,0.0,0.0,0.577,0.1432,0.0,0.0,0.577,0.577,0.0,0.0,94.77080000000001,0.0
1974-04-01,Electric Power,0.9944,0.666,0.0,0.0,0.108,0.142,0.0,0.0,0.25,95.894,0.0,0.0,94.977,0.0
1974-04-01,Industrial,0.992,0.6662,0.0,0.0,95.266,0.1394,0.0,0.0,95.266,96.258,0.0,0.0,95.0444,0.0
1974-04-01,Residential,0.9982,0.6664,0.0,0.0,30.489,0.1368,0.0,0.0,63.70933333333333,30.489,0.0,0.0,95.1118,0.0
1974-04-01,Transportation,1.0044,0.6666000000000001,0.0,0.0,15.5425,0.13419999999999999,0.0,0.0,32.15266666666667,15.5425,0.0,0.0,95.1792,0.0
1974-05-01,Commerical,1.0106,0.6668000000000001,0.0,0.0,0.596,0.1316,0.0,0.0,0.596,0.596,0.0,0.0,95.2466,0.0
1974-05-01,Electric Power,1.0168,0.667,0.0,0.0,0.116,0.129,0.0,0.0,0.245,96.226,0.0,0.0,95.314,0.0
1974-05-01,Industrial,1.023,0.6626000000000001,0.0,0.0,98.442,0.139,0.0,0.0,98.442,99.465,0.0,0.0,94.4044,0.0
1974-05-01,Residential,1.009,0.6582,0.0,0.0,31.506,0.149,0.0,0.0,65.82033333333334,31.506,0.0,0.0,93.4948,0.0
1974-05-01,Transportation,0.9949999999999999,0.6538,0.0,0.0,16.0415,0.159,0.0,0.0,33.19866666666667,16.0415,0.0,0.0,92.5852,0.0
1974-06-01,Commerical,0.981,0.6494,0.0,0.0,0.577,0.16899999999999998,0.0,0.0,0.577,0.577,0.0,0.0,91.6756,0.0
1974-06-01,Electric Power,0.967,0.645,0.0,0.0,0.1,0.179,0.0,0.0,0.279,91.69,0.0,0.0,90.766,0.0
1974-06-01,Industrial,0.953,0.6592,0.0,0.0,95.266,0.1848,0.0,0.0,95.266,96.219,0.0,0.0,90.52600000000001,0.0
1974-06-01,Residential,0.9366,0.6734,0.0,0.0,30.489,0.1906,0.0,0.0,63.70933333333333,30.489,0.0,0.0,90.286,0.0
1974-06-01,Transportation,0.9202,0.6876,0.0,0.0,15.5425,0.1964,0.0,0.0,32.15266666666667,15.5425,0.0,0.0,90.046,0.0
1974-07-01,Commerical,0.9037999999999999,0.7018,0.0,0.0,0.596,0.2022,0.0,0.0,0.596,0.596,0.0,0.0,89.806,0.0
1974-07-01,Electric Power,0.8874,0.716,0.0,0.0,0.005,0.208,0.0,0.0,0.213,90.494,0.0,0.0,89.566,0.0
1974-07-01,Industrial,0.871,0.7142,0.0,0.0,98.442,0.2042,0.0,0.0,98.442,99.313,0.0,0.0,88.0342,0.0
1974-07-01,Residential,0.8606,0.7123999999999999,0.0,0.0,31.506,0.2004,0.0,0.0,65.82666666666665,31.506,0.0,0.0,86.5024,0.0
1974-07-01,Transportation,0.8502,0.7106,0.0,0.0,16.051000000000002,0.1966,0.0,0.0,33.21133333333333,16.051000000000002,0.0,0.0,84.9706,0.0
1974-08-01,Commerical,0.8398,0.7088,0.0,0.0,0.596,0.1928,0.0,0.0,0.596,0.596,0.0,0.0,83.4388,0.0
1974-08-01,Electric Power,0.8293999999999999,0.707,0.0,0.0,0.031,0.189,0.0,0.0,0.22,82.834,0.0,0.0,81.907,0.0
1974-08-01,Industrial,0.819,0.6961999999999999,0.0,0.0,98.442,0.1878,0.0,0.0,98.442,99.261,0.0,0.0,80.0914,0.0
1974-08-01,Residential,0.8114,0.6854,0.0,0.0,31.506,0.1866,0.0,0.0,65.82033333333334,31.506,0.0,0.0,78.27579999999999,0.0
1974-08-01,Transportation,0.8038,0.6746,0.0,0.0,16.0415,0.1854,0.0,0.0,33.19866666666667,16.0415,0.0,0.0,76.4602,0.0
1974-09-01,Commerical,0.7962,0.6638000000000001,0.0,0.0,0.577,0.1842,0.0,0.0,0.577,0.577,0.0,0.0,74.6446,0.0
1974-09-01,Electric Power,0.7886,0.653,0.0,0.0,0.121,0.183,0.0,0.0,0.305,73.787,0.0,0.0,72.829,0.0
1974-09-01,Industrial,0.781,0.655,0.0,0.0,95.266,0.1776,0.0,0.0,95.266,96.047,0.0,0.0,71.901,0.0
1974-09-01,Residential,0.7732,0.657,0.0,0.0,30.489,0.1722,0.0,0.0,63.70933333333333,30.489,0.0,0.0,70.973,0.0
1974-09-01,Transportation,0.7654,0.659,0.0,0.0,15.5425,0.1668,0.0,0.0,32.15266666666667,15.5425,0.0,0.0,70.04499999999999,0.0
1974-10-01,Commerical,0.7576,0.661,0.0,0.0,0.596,0.1614,0.0,0.0,0.596,0.596,0.0,0.0,69.11699999999999,0.0
1974-10-01,Electric Power,0.7498,0.663,0.0,0.0,0.018,0.156,0.0,0.0,0.174,69.027,0.0,0.0,68.189,0.0
1974-10-01,Industrial,0.742,0.6882,0.0,0.0,98.442,0.1558,0.0,0.0,98.442,99.184,0.0,0.0,68.9512,0.0
1974-10-01,Residential,0.7482,0.7134,0.0,0.0,31.506,0.1556,0.0,0.0,65.82033333333334,31.506,0.0,0.0,69.7134,0.0
1974-10-01,Transportation,0.7544,0.7386,0.0,0.0,16.0415,0.1554,0.0,0.0,33.19866666666667,16.0415,0.0,0.0,70.4756,0.0
1974-11-01,Commerical,0.7606,0.7638,0.0,0.0,0.577,0.1552,0.0,0.0,0.577,0.577,0.0,0.0,71.2378,0.0
1974-11-01,Electric Power,0.7668,0.789,0.0,0.0,0.019,0.155,0.0,0.0,0.174,72.963,0.0,0.0,72.0,0.0
1974-11-01,Industrial,0.773,0.7972,0.0,0.0,95.266,0.1478,0.0,0.0,95.266,96.039,0.0,0.0,73.3226,0.0
1974-11-01,Residential,0.8042,0.8054,0.0,0.0,30.489,0.1406,0.0,0.0,63.70933333333333,30.489,0.0,0.0,74.6452,0.0
1974-11-01,Transportation,0.8354,0.8136,0.0,0.0,15.5425,0.1334,0.0,0.0,32.15266666666667,15.5425,0.0,0.0,75.9678,0.0
1974-12-01,Commerical,0.8666,0.8218,0.0,0.0,0.596,0.1262,0.0,0.0,0.596,0.596,0.0,0.0,77.2904,0.0
1974-12-01,Electric Power,0.8978,0.83,0.0,0.0,0.011,0.119,0.0,0.0,0.13,79.573,0.0,0.0,78.613,0.0
1974-12-01,Industrial,0.929,0.8028,0.0,0.0,98.442,0.1232,0.0,0.0,98.442,99.371,0.0,0.0,79.9582,0.0
1974-12-01,Residential,0.9466,0.7756,0.0,0.0,31.506,0.1274,0.0,0.0,65.85633333333334,31.506,0.0,0.0,81.3034,0.0
1974-12-01,Transportation,0.9642,0.7484,0.0,0.0,16.0955,0.1316,0.0,0.0,33.27066666666667,16.0955,0.0,0.0,82.6486,0.0
1975-01-01,Commerical,0.9818,0.7212,0.0,0.0,0.685,0.1358,0.0,0.0,0.685,0.685,0.0,0.0,83.9938,0.0
1975-01-01,Electric Power,0.9994,0.694,0.0,0.0,0.008,0.14,0.0,0.0,0.148,86.181,0.0,0.0,85.339,0.0
1975-01-01,Industrial,1.017,0.6876,0.0,0.0,90.305,0.1346,0.0,0.0,90.305,91.322,0.0,0.0,84.5708,0.0
1975-01-01,Residential,0.9945999999999999,0.6812,0.0,0.0,36.131,0.1292,0.0,0.0,60.409666666666666,36.131,0.0,0.0,83.8026,0.0
1975-01-01,Transportation,0.9722,0.6748,0.0,0.0,18.375,0.12380000000000001,0.0,0.0,30.514333333333333,18.375,0.0,0.0,83.0344,0.0
1975-02-01,Commerical,0.9498,0.6684,0.0,0.0,0.619,0.1184,0.0,0.0,0.619,0.619,0.0,0.0,82.2662,0.0
1975-02-01,Electric Power,0.9274,0.662,0.0,0.0,0.011,0.113,0.0,0.0,0.124,82.284,0.0,0.0,81.498,0.0
1975-02-01,Industrial,0.905,0.679,0.0,0.0,81.566,0.1152,0.0,0.0,81.566,82.471,0.0,0.0,84.2852,0.0
1975-02-01,Residential,0.9144,0.6960000000000001,0.0,0.0,32.634,0.1174,0.0,0.0,54.605666666666664,32.634,0.0,0.0,87.0724,0.0
1975-02-01,Transportation,0.9238,0.713,0.0,0.0,16.6595,0.1196,0.0,0.0,27.645333333333333,16.6595,0.0,0.0,89.8596,0.0
1975-03-01,Commerical,0.9332,0.73,0.0,0.0,0.685,0.1218,0.0,0.0,0.685,0.685,0.0,0.0,92.6468,0.0
1975-03-01,Electric Power,0.9426,0.747,0.0,0.0,0.006,0.124,0.0,0.0,0.13,96.311,0.0,0.0,95.434,0.0
1975-03-01,Industrial,0.952,0.7472,0.0,0.0,90.305,0.1226,0.0,0.0,90.305,91.257,0.0,0.0,94.51559999999999,0.0
1975-03-01,Residential,0.9513999999999999,0.7474,0.0,0.0,36.131,0.1212,0.0,0.0,60.42433333333334,36.131,0.0,0.0,93.5972,0.0
1975-03-01,Transportation,0.9508,0.7476,0.0,0.0,18.397,0.1198,0.0,0.0,30.543666666666667,18.397,0.0,0.0,92.6788,0.0
1975-04-01,Commerical,0.9501999999999999,0.7478,0.0,0.0,0.663,0.1184,0.0,0.0,0.663,0.663,0.0,0.0,91.7604,0.0
1975-04-01,Electric Power,0.9496,0.748,0.0,0.0,0.002,0.117,0.0,0.0,0.119,91.709,0.0,0.0,90.842,0.0
1975-04-01,Industrial,0.949,0.7608,0.0,0.0,87.392,0.1282,0.0,0.0,87.392,88.341,0.0,0.0,91.5852,0.0
1975-04-01,Residential,0.9638,0.7736000000000001,0.0,0.0,34.965,0.1394,0.0,0.0,58.489666666666665,34.965,0.0,0.0,92.3284,0.0
1975-04-01,Transportation,0.9785999999999999,0.7864,0.0,0.0,17.825000000000003,0.1506,0.0,0.0,29.587333333333333,17.825000000000003,0.0,0.0,93.0716,0.0
1975-05-01,Commerical,0.9934,0.7992,0.0,0.0,0.685,0.1618,0.0,0.0,0.685,0.685,0.0,0.0,93.8148,0.0
1975-05-01,Electric Power,1.0082,0.812,0.0,0.0,0.009,0.173,0.0,0.0,0.182,95.552,0.0,0.0,94.558,0.0
1975-05-01,Industrial,1.023,0.851,0.0,0.0,90.305,0.177,0.0,0.0,90.305,91.328,0.0,0.0,94.16860000000001,0.0
1975-05-01,Residential,1.006,0.89,0.0,0.0,36.131,0.181,0.0,0.0,60.42433333333334,36.131,0.0,0.0,93.7792,0.0
1975-05-01,Transportation,0.9889999999999999,0.9289999999999999,0.0,0.0,18.397,0.185,0.0,0.0,30.543666666666667,18.397,0.0,0.0,93.38980000000001,0.0
1975-06-01,Commerical,0.972,0.968,0.0,0.0,0.663,0.189,0.0,0.0,0.663,0.663,0.0,0.0,93.0004,0.0
1975-06-01,Electric Power,0.955,1.007,0.0,0.0,0.028,0.193,0.0,0.0,0.221,93.839,0.0,0.0,92.611,0.0
1975-06-01,Industrial,0.938,1.0082,0.0,0.0,87.392,0.187,0.0,0.0,87.392,88.331,0.0,0.0,91.5048,0.0
1975-06-01,Residential,0.9146,1.0093999999999999,0.0,0.0,34.965,0.181,0.0,0.0,58.489666666666665,34.965,0.0,0.0,90.3986,0.0
1975-06-01,Transportation,0.8912,1.0106,0.0,0.0,17.825000000000003,0.175,0.0,0.0,29.587333333333333,17.825000000000003,0.0,0.0,89.2924,0.0
1975-07-01,Commerical,0.8677999999999999,1.0117999999999998,0.0,0.0,0.685,0.169,0.0,0.0,0.685,0.685,0.0,0.0,88.1862,0.0
1975-07-01,Electric Power,0.8443999999999999,1.013,0.0,0.0,0.004,0.163,0.0,0.0,0.167,88.26,0.0,0.0,87.08,0.0
1975-07-01,Industrial,0.821,1.0302,0.0,0.0,90.305,0.1674,0.0,0.0,90.305,91.126,0.0,0.0,85.0946,0.0
1975-07-01,Residential,0.8046,1.0473999999999999,0.0,0.0,36.131,0.1718,0.0,0.0,60.43166666666667,36.131,0.0,0.0,83.1092,0.0
1975-07-01,Transportation,0.7882,1.0646,0.0,0.0,18.408,0.1762,0.0,0.0,30.558333333333337,18.408,0.0,0.0,81.1238,0.0
1975-08-01,Commerical,0.7717999999999999,1.0817999999999999,0.0,0.0,0.685,0.1806,0.0,0.0,0.685,0.685,0.0,0.0,79.1384,0.0
1975-08-01,Electric Power,0.7554,1.099,0.0,0.0,0.016,0.185,0.0,0.0,0.2,78.452,0.0,0.0,77.153,0.0
1975-08-01,Industrial,0.739,1.073,0.0,0.0,90.305,0.1796,0.0,0.0,90.305,91.044,0.0,0.0,75.7248,0.0
1975-08-01,Residential,0.74,1.047,0.0,0.0,36.131,0.1742,0.0,0.0,60.42433333333334,36.131,0.0,0.0,74.2966,0.0
1975-08-01,Transportation,0.741,1.021,0.0,0.0,18.397,0.1688,0.0,0.0,30.543666666666667,18.397,0.0,0.0,72.86840000000001,0.0
1975-09-01,Commerical,0.742,0.995,0.0,0.0,0.663,0.1634,0.0,0.0,0.663,0.663,0.0,0.0,71.4402,0.0
1975-09-01,Electric Power,0.743,0.969,0.0,0.0,0.032,0.158,0.0,0.0,0.19,71.17,0.0,0.0,70.012,0.0
1975-09-01,Industrial,0.744,0.9985999999999999,0.0,0.0,87.392,0.1586,0.0,0.0,87.392,88.136,0.0,0.0,71.4584,0.0
1975-09-01,Residential,0.7584,1.0282,0.0,0.0,34.965,0.1592,0.0,0.0,58.489666666666665,34.965,0.0,0.0,72.9048,0.0
1975-09-01,Transportation,0.7727999999999999,1.0578,0.0,0.0,17.825000000000003,0.1598,0.0,0.0,29.587333333333333,17.825000000000003,0.0,0.0,74.3512,0.0
1975-10-01,Commerical,0.7872,1.0874,0.0,0.0,0.685,0.16040000000000001,0.0,0.0,0.685,0.685,0.0,0.0,75.7976,0.0
1975-10-01,Electric Power,0.8016,1.117,0.0,0.0,0.03,0.161,0.0,0.0,0.192,78.552,0.0,0.0,77.244,0.0
1975-10-01,Industrial,0.816,1.1106,0.0,0.0,90.305,0.157,0.0,0.0,90.305,91.121,0.0,0.0,78.4656,0.0
1975-10-01,Residential,0.8163999999999999,1.1042,0.0,0.0,36.131,0.153,0.0,0.0,60.42433333333334,36.131,0.0,0.0,79.6872,0.0
1975-10-01,Transportation,0.8168,1.0977999999999999,0.0,0.0,18.397,0.149,0.0,0.0,30.543666666666667,18.397,0.0,0.0,80.9088,0.0
1975-11-01,Commerical,0.8171999999999999,1.0914,0.0,0.0,0.663,0.145,0.0,0.0,0.663,0.663,0.0,0.0,82.13040000000001,0.0
1975-11-01,Electric Power,0.8176,1.085,0.0,0.0,0.019,0.141,0.0,0.0,0.16,84.597,0.0,0.0,83.352,0.0
1975-11-01,Industrial,0.818,1.0928,0.0,0.0,87.392,0.1404,0.0,0.0,87.392,88.21,0.0,0.0,84.4086,0.0
1975-11-01,Residential,0.8293999999999999,1.1006,0.0,0.0,34.965,0.1398,0.0,0.0,58.489666666666665,34.965,0.0,0.0,85.46520000000001,0.0
1975-11-01,Transportation,0.8408,1.1084,0.0,0.0,17.825000000000003,0.1392,0.0,0.0,29.587333333333333,17.825000000000003,0.0,0.0,86.5218,0.0
1975-12-01,Commerical,0.8522,1.1162,0.0,0.0,0.685,0.1386,0.0,0.0,0.685,0.685,0.0,0.0,87.5784,0.0
1975-12-01,Electric Power,0.8636,1.124,0.0,0.0,0.018,0.138,0.0,0.0,0.156,89.916,0.0,0.0,88.635,0.0
1975-12-01,Industrial,0.875,1.123,0.0,0.0,90.305,0.13840000000000002,0.0,0.0,90.305,91.18,0.0,0.0,88.69800000000001,0.0
1975-12-01,Residential,0.8908,1.122,0.0,0.0,36.131,0.1388,0.0,0.0,60.46033333333334,36.131,0.0,0.0,88.76100000000001,0.0
1975-12-01,Transportation,0.9066,1.121,0.0,0.0,18.451,0.13920000000000002,0.0,0.0,30.61566666666667,18.451,0.0,0.0,88.824,0.0
1976-01-01,Commerical,0.9224,1.12,0.0,0.0,0.771,0.1396,0.0,0.0,0.771,0.771,0.0,0.0,88.887,0.0
1976-01-01,Electric Power,0.9381999999999999,1.119,0.0,0.0,0.022,0.14,0.0,0.0,0.162,90.232,0.0,0.0,88.95,0.0
1976-01-01,Industrial,0.954,1.1058,0.0,0.0,103.323,0.13920000000000002,0.0,0.0,103.323,104.277,0.0,0.0,87.89280000000001,0.0
