datetime,Sector,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Wood Energy,Waste Energy,"Fuel Ethanol, Excluding Denaturant",Biomass Losses and Co-products,Biomass Energy,Total Renewable Energy,Renewable Diesel Fuel,Other Biofuels,Conventional Hydroelectric Power,Biodiesel
1973-07-01,Industrial,0.906,,,,98.933,,,,98.933,99.839,,,,
1973-07-01,Residential,,,,,30.074,,,,,30.074,,,,
1973-07-01,Transportation,,,,,,,,,,,,,,
1973-08-01,Commerical,,,,,0.57,,,,0.57,0.57,,,,
1973-08-01,Electric Power,,0.579,,,0.157,0.184,,,0.341,72.98,,,72.06,
1973-08-01,Industrial,0.875,,,,98.933,,,,98.933,99.808,,,,
1973-08-01,Residential,,,,,30.074,,,,,30.074,,,,
1973-08-01,Transportation,,,,,,,,,,,,,,
1973-09-01,Commerical,,,,,0.551,,,,0.551,0.551,,,,
1973-09-01,Electric Power,,0.49,,,0.207,0.178,,,0.385,59.14,,,58.265,
1973-09-01,Industrial,0.764,,,,95.741,,,,95.741,96.505,,,,
1973-09-01,Residential,,,,,29.104,,,,,29.104,,,,
1973-09-01,Transportation,,,,,,,,,,,,,,
1973-10-01,Commerical,,,,,0.57,,,,0.57,0.57,,,,
1973-10-01,Electric Power,,0.578,,,0.193,0.2,,,0.393,63.106,,,62.134,
1973-10-01,Industrial,0.832,,,,98.933,,,,98.933,99.765,,,,
1973-10-01,Residential,,,,,30.074,,,,,30.074,,,,
1973-10-01,Transportation,,,,,,,,,,,,,,
1973-11-01,Commerical,,,,,0.551,,,,0.551,0.551,,,,
1973-11-01,Electric Power,,0.62,,,0.095,0.151,,,0.246,69.053,,,68.186,
1973-11-01,Industrial,0.876,,,,95.741,,,,95.741,96.618,,,,
1973-11-01,Residential,,,,,29.104,,,,,29.104,,,,
1973-11-01,Transportation,,,,,,,,,,,,,,
1973-12-01,Commerical,,,,,0.57,,,,0.57,0.57,,,,
1973-12-01,Electric Power,,0.8,,,0.113,0.135,,,0.248,90.161,,,89.113,
1973-12-01,Industrial,1.018,,,,98.933,,,,98.933,99.951,,,,
1973-12-01,Residential,,,,,30.074,,,,,30.074,,,,
1973-12-01,Transportation,,,,,,,,,,,,,,
1974-01-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-01-01,Electric Power,,0.704,,,0.111,0.152,,,0.263,99.441,,,98.474,
1974-01-01,Industrial,1.026,,,,98.442,,,,98.442,99.467,,,,
1974-01-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-01-01,Transportation,,,,,,,,,,,,,,
1974-02-01,Commerical,,,,,0.538,,,,0.538,0.538,,,,
1974-02-01,Electric Power,,0.621,,,0.039,0.142,,,0.181,91.341,,,90.539,
1974-02-01,Industrial,0.937,,,,88.915,,,,88.915,89.852,,,,
1974-02-01,Residential,,,,,28.457,,,,,28.457,,,,
1974-02-01,Transportation,,,,,,,,,,,,,,
1974-03-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-03-01,Electric Power,,0.707,,,0.036,0.148,,,0.184,94.837,,,93.946,
1974-03-01,Industrial,1.004,,,,98.442,,,,98.442,99.446,,,,
1974-03-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-03-01,Transportation,,,,,,,,,,,,,,
1974-04-01,Commerical,,,,,0.577,,,,0.577,0.577,,,,
1974-04-01,Electric Power,,0.666,,,0.108,0.142,,,0.25,95.894,,,94.977,
1974-04-01,Industrial,0.992,,,,95.266,,,,95.266,96.258,,,,
1974-04-01,Residential,,,,,30.489,,,,,30.489,,,,
1974-04-01,Transportation,,,,,,,,,,,,,,
1974-05-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-05-01,Electric Power,,0.667,,,0.116,0.129,,,0.245,96.226,,,95.314,
1974-05-01,Industrial,1.023,,,,98.442,,,,98.442,99.465,,,,
1974-05-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-05-01,Transportation,,,,,,,,,,,,,,
1974-06-01,Commerical,,,,,0.577,,,,0.577,0.577,,,,
1974-06-01,Electric Power,,0.645,,,0.1,0.179,,,0.279,91.69,,,90.766,
1974-06-01,Industrial,0.953,,,,95.266,,,,95.266,96.219,,,,
1974-06-01,Residential,,,,,30.489,,,,,30.489,,,,
1974-06-01,Transportation,,,,,,,,,,,,,,
1974-07-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-07-01,Electric Power,,0.716,,,0.005,0.208,,,0.213,90.494,,,89.566,
1974-07-01,Industrial,0.871,,,,98.442,,,,98.442,99.313,,,,
1974-07-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-07-01,Transportation,,,,,,,,,,,,,,
1974-08-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-08-01,Electric Power,,0.707,,,0.031,0.189,,,0.22,82.834,,,81.907,
1974-08-01,Industrial,0.819,,,,98.442,,,,98.442,99.261,,,,
1974-08-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-08-01,Transportation,,,,,,,,,,,,,,
1974-09-01,Commerical,,,,,0.577,,,,0.577,0.577,,,,
1974-09-01,Electric Power,,0.653,,,0.121,0.183,,,0.305,73.787,,,72.829,
1974-09-01,Industrial,0.781,,,,95.266,,,,95.266,96.047,,,,
1974-09-01,Residential,,,,,30.489,,,,,30.489,,,,
1974-09-01,Transportation,,,,,,,,,,,,,,
1974-10-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-10-01,Electric Power,,0.663,,,0.018,0.156,,,0.174,69.027,,,68.189,
1974-10-01,Industrial,0.742,,,,98.442,,,,98.442,99.184,,,,
1974-10-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-10-01,Transportation,,,,,,,,,,,,,,
1974-11-01,Commerical,,,,,0.577,,,,0.577,0.577,,,,
1974-11-01,Electric Power,,0.789,,,0.019,0.155,,,0.174,72.963,,,72.0,
1974-11-01,Industrial,0.773,,,,95.266,,,,95.266,96.039,,,,
1974-11-01,Residential,,,,,30.489,,,,,30.489,,,,
1974-11-01,Transportation,,,,,,,,,,,,,,
1974-12-01,Commerical,,,,,0.596,,,,0.596,0.596,,,,
1974-12-01,Electric Power,,0.83,,,0.011,0.119,,,0.13,79.573,,,78.613,
1974-12-01,Industrial,0.929,,,,98.442,,,,98.442,99.371,,,,
1974-12-01,Residential,,,,,31.506,,,,,31.506,,,,
1974-12-01,Transportation,,,,,,,,,,,,,,
1975-01-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-01-01,Electric Power,,0.694,,,0.008,0.14,,,0.148,86.181,,,85.339,
1975-01-01,Industrial,1.017,,,,90.305,,,,90.305,91.322,,,,
1975-01-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-01-01,Transportation,,,,,,,,,,,,,,
1975-02-01,Commerical,,,,,0.619,,,,0.619,0.619,,,,
1975-02-01,Electric Power,,0.662,,,0.011,0.113,,,0.124,82.284,,,81.498,
1975-02-01,Industrial,0.905,,,,81.566,,,,81.566,82.471,,,,
1975-02-01,Residential,,,,,32.634,,,,,32.634,,,,
1975-02-01,Transportation,,,,,,,,,,,,,,
1975-03-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-03-01,Electric Power,,0.747,,,0.006,0.124,,,0.13,96.311,,,95.434,
1975-03-01,Industrial,0.952,,,,90.305,,,,90.305,91.257,,,,
1975-03-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-03-01,Transportation,,,,,,,,,,,,,,
1975-04-01,Commerical,,,,,0.663,,,,0.663,0.663,,,,
1975-04-01,Electric Power,,0.748,,,0.002,0.117,,,0.119,91.709,,,90.842,
1975-04-01,Industrial,0.949,,,,87.392,,,,87.392,88.341,,,,
1975-04-01,Residential,,,,,34.965,,,,,34.965,,,,
1975-04-01,Transportation,,,,,,,,,,,,,,
1975-05-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-05-01,Electric Power,,0.812,,,0.009,0.173,,,0.182,95.552,,,94.558,
1975-05-01,Industrial,1.023,,,,90.305,,,,90.305,91.328,,,,
1975-05-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-05-01,Transportation,,,,,,,,,,,,,,
1975-06-01,Commerical,,,,,0.663,,,,0.663,0.663,,,,
1975-06-01,Electric Power,,1.007,,,0.028,0.193,,,0.221,93.839,,,92.611,
1975-06-01,Industrial,0.938,,,,87.392,,,,87.392,88.331,,,,
1975-06-01,Residential,,,,,34.965,,,,,34.965,,,,
1975-06-01,Transportation,,,,,,,,,,,,,,
1975-07-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-07-01,Electric Power,,1.013,,,0.004,0.163,,,0.167,88.26,,,87.08,
1975-07-01,Industrial,0.821,,,,90.305,,,,90.305,91.126,,,,
1975-07-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-07-01,Transportation,,,,,,,,,,,,,,
1975-08-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-08-01,Electric Power,,1.099,,,0.016,0.185,,,0.2,78.452,,,77.153,
1975-08-01,Industrial,0.739,,,,90.305,,,,90.305,91.044,,,,
1975-08-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-08-01,Transportation,,,,,,,,,,,,,,
1975-09-01,Commerical,,,,,0.663,,,,0.663,0.663,,,,
1975-09-01,Electric Power,,0.969,,,0.032,0.158,,,0.19,71.17,,,70.012,
1975-09-01,Industrial,0.744,,,,87.392,,,,87.392,88.136,,,,
1975-09-01,Residential,,,,,34.965,,,,,34.965,,,,
1975-09-01,Transportation,,,,,,,,,,,,,,
1975-10-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-10-01,Electric Power,,1.117,,,0.03,0.161,,,0.192,78.552,,,77.244,
1975-10-01,Industrial,0.816,,,,90.305,,,,90.305,91.121,,,,
1975-10-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-10-01,Transportation,,,,,,,,,,,,,,
1975-11-01,Commerical,,,,,0.663,,,,0.663,0.663,,,,
1975-11-01,Electric Power,,1.085,,,0.019,0.141,,,0.16,84.597,,,83.352,
1975-11-01,Industrial,0.818,,,,87.392,,,,87.392,88.21,,,,
1975-11-01,Residential,,,,,34.965,,,,,34.965,,,,
1975-11-01,Transportation,,,,,,,,,,,,,,
1975-12-01,Commerical,,,,,0.685,,,,0.685,0.685,,,,
1975-12-01,Electric Power,,1.124,,,0.018,0.138,,,0.156,89.916,,,88.635,
1975-12-01,Industrial,0.875,,,,90.305,,,,90.305,91.18,,,,
1975-12-01,Residential,,,,,36.131,,,,,36.131,,,,
1975-12-01,Transportation,,,,,,,,,,,,,,
1976-01-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-01-01,Electric Power,,1.119,,,0.022,0.14,,,0.162,90.232,,,88.95,
1976-01-01,Industrial,0.954,,,,103.323,,,,103.323,104.277,,,,
1976-01-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-01-01,Transportation,,,,,,,,,,,,,,
1976-02-01,Commerical,,,,,0.721,,,,0.721,0.721,,,,
1976-02-01,Electric Power,,1.053,,,0.019,0.136,,,0.155,84.872,,,83.664,
1976-02-01,Industrial,0.963,,,,96.657,,,,96.657,97.619,,,,
1976-02-01,Residential,,,,,38.162,,,,,38.162,,,,
1976-02-01,Transportation,,,,,,,,,,,,,,
1976-03-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-03-01,Electric Power,,1.127,,,0.026,0.137,,,0.163,91.922,,,90.632,
1976-03-01,Industrial,0.997,,,,103.323,,,,103.323,104.32,,,,
1976-03-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-03-01,Transportation,,,,,,,,,,,,,,
1976-04-01,Commerical,,,,,0.746,,,,0.746,0.746,,,,
1976-04-01,Electric Power,,1.015,,,0.023,0.126,,,0.149,83.519,,,82.355,
1976-04-01,Industrial,1.024,,,,99.99,,,,99.99,101.013,,,,
1976-04-01,Residential,,,,,39.478,,,,,39.478,,,,
1976-04-01,Transportation,,,,,,,,,,,,,,
1976-05-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-05-01,Electric Power,,0.97,,,0.025,0.134,,,0.159,88.19,,,87.061,
1976-05-01,Industrial,1.004,,,,103.323,,,,103.323,104.327,,,,
1976-05-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-05-01,Transportation,,,,,,,,,,,,,,
1976-06-01,Commerical,,,,,0.746,,,,0.746,0.746,,,,
1976-06-01,Electric Power,,1.008,,,0.03,0.161,,,0.191,88.419,,,87.22,
1976-06-01,Industrial,0.962,,,,99.99,,,,99.99,100.952,,,,
1976-06-01,Residential,,,,,39.478,,,,,39.478,,,,
1976-06-01,Transportation,,,,,,,,,,,,,,
1976-07-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-07-01,Electric Power,,1.089,,,0.01,0.19,,,0.2,90.219,,,88.93,
1976-07-01,Industrial,0.877,,,,103.323,,,,103.323,104.2,,,,
1976-07-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-07-01,Transportation,,,,,,,,,,,,,,
1976-08-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-08-01,Electric Power,,1.072,,,0.031,0.192,,,0.223,82.646,,,81.351,
1976-08-01,Industrial,0.803,,,,103.323,,,,103.323,104.125,,,,
1976-08-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-08-01,Transportation,,,,,,,,,,,,,,
1976-09-01,Commerical,,,,,0.746,,,,0.746,0.746,,,,
1976-09-01,Electric Power,,1.044,,,0.057,0.165,,,0.222,70.761,,,69.496,
1976-09-01,Industrial,0.69,,,,99.99,,,,99.99,100.68,,,,
1976-09-01,Residential,,,,,39.478,,,,,39.478,,,,
1976-09-01,Transportation,,,,,,,,,,,,,,
1976-10-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-10-01,Electric Power,,1.014,,,0.052,0.174,,,0.226,73.032,,,71.792,
1976-10-01,Industrial,0.899,,,,103.323,,,,103.323,104.222,,,,
1976-10-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-10-01,Transportation,,,,,,,,,,,,,,
1976-11-01,Commerical,,,,,0.746,,,,0.746,0.746,,,,
1976-11-01,Electric Power,,0.854,,,0.267,0.171,,,0.437,68.862,,,67.571,
1976-11-01,Industrial,0.892,,,,99.99,,,,99.99,100.882,,,,
1976-11-01,Residential,,,,,39.478,,,,,39.478,,,,
1976-11-01,Transportation,,,,,,,,,,,,,,
1976-12-01,Commerical,,,,,0.771,,,,0.771,0.771,,,,
1976-12-01,Electric Power,,0.975,,,0.313,0.163,,,0.476,70.439,,,68.988,
1976-12-01,Industrial,0.912,,,,103.323,,,,103.323,104.235,,,,
1976-12-01,Residential,,,,,40.794,,,,,40.794,,,,
1976-12-01,Transportation,,,,,,,,,,,,,,
1977-01-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-01-01,Electric Power,,1.057,,,0.368,0.146,,,0.514,72.201,,,70.63,
1977-01-01,Industrial,1.001,,,,108.818,,,,108.818,109.819,,,,
1977-01-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-01-01,Transportation,,,,,,,,,,,,,,
1977-02-01,Commerical,,,,,0.789,,,,0.789,0.789,,,,
1977-02-01,Electric Power,,0.923,,,0.408,0.13,,,0.538,53.152,,,51.691,
1977-02-01,Industrial,0.732,,,,98.287,,,,98.287,99.02,,,,
1977-02-01,Residential,,,,,41.561,,,,,41.561,,,,
1977-02-01,Transportation,,,,,,,,,,,,,,
1977-03-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-03-01,Electric Power,,1.046,,,0.365,0.146,,,0.511,69.117,,,67.56,
1977-03-01,Industrial,0.957,,,,108.818,,,,108.818,109.775,,,,
1977-03-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-03-01,Transportation,,,,,,,,,,,,,,
1977-04-01,Commerical,,,,,0.845,,,,0.845,0.845,,,,
1977-04-01,Electric Power,,0.933,,,0.329,0.148,,,0.478,65.018,,,63.607,
1977-04-01,Industrial,0.901,,,,105.308,,,,105.308,106.209,,,,
1977-04-01,Residential,,,,,44.53,,,,,44.53,,,,
1977-04-01,Transportation,,,,,,,,,,,,,,
1977-05-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-05-01,Electric Power,,1.007,,,0.325,0.155,,,0.48,65.213,,,63.726,
1977-05-01,Industrial,0.903,,,,108.818,,,,108.818,109.721,,,,
1977-05-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-05-01,Transportation,,,,,,,,,,,,,,
1977-06-01,Commerical,,,,,0.845,,,,0.845,0.845,,,,
1977-06-01,Electric Power,,0.991,,,0.314,0.156,,,0.469,60.236,,,58.776,
1977-06-01,Industrial,0.833,,,,105.308,,,,105.308,106.141,,,,
1977-06-01,Residential,,,,,44.53,,,,,44.53,,,,
1977-06-01,Transportation,,,,,,,,,,,,,,
1977-07-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-07-01,Electric Power,,1.048,,,0.036,0.178,,,0.214,58.579,,,57.317,
1977-07-01,Industrial,0.812,,,,108.818,,,,108.818,109.63,,,,
1977-07-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-07-01,Transportation,,,,,,,,,,,,,,
1977-08-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-08-01,Electric Power,,0.96,,,0.203,0.172,,,0.375,58.357,,,57.022,
1977-08-01,Industrial,0.808,,,,108.818,,,,108.818,109.626,,,,
1977-08-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-08-01,Transportation,,,,,,,,,,,,,,
1977-09-01,Commerical,,,,,0.845,,,,0.845,0.845,,,,
1977-09-01,Electric Power,,1.028,,,0.255,0.172,,,0.427,57.496,,,56.041,
1977-09-01,Industrial,0.794,,,,105.308,,,,105.308,106.102,,,,
1977-09-01,Residential,,,,,44.53,,,,,44.53,,,,
1977-09-01,Transportation,,,,,,,,,,,,,,
1977-10-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-10-01,Electric Power,,1.075,,,0.292,0.174,,,0.466,60.19,,,58.649,
1977-10-01,Industrial,0.831,,,,108.818,,,,108.818,109.649,,,,
1977-10-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-10-01,Transportation,,,,,,,,,,,,,,
1977-11-01,Commerical,,,,,0.845,,,,0.845,0.845,,,,
1977-11-01,Electric Power,,1.08,,,0.205,0.112,,,0.317,70.993,,,69.596,
1977-11-01,Industrial,0.986,,,,105.308,,,,105.308,106.294,,,,
1977-11-01,Residential,,,,,44.53,,,,,44.53,,,,
1977-11-01,Transportation,,,,,,,,,,,,,,
1977-12-01,Commerical,,,,,0.874,,,,0.874,0.874,,,,
1977-12-01,Electric Power,,1.075,,,0.11,0.119,,,0.229,78.948,,,77.644,
1977-12-01,Industrial,1.1,,,,108.818,,,,108.818,109.918,,,,
1977-12-01,Residential,,,,,46.014,,,,,46.014,,,,
1977-12-01,Transportation,,,,,,,,,,,,,,
1978-01-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-01-01,Electric Power,,1.095,,,0.245,0.123,,,0.368,86.988,,,85.525,
1978-01-01,Industrial,0.929,,,,118.94,,,,118.94,119.869,,,,
1978-01-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-01-01,Transportation,,,,,,,,,,,,,,
1978-02-01,Commerical,,,,,0.908,,,,0.908,0.908,,,,
1978-02-01,Electric Power,,0.94,,,0.236,0.11,,,0.346,77.068,,,75.783,
1978-02-01,Industrial,0.823,,,,107.43,,,,107.43,108.253,,,,
1978-02-01,Residential,,,,,47.703,,,,,47.703,,,,
1978-02-01,Transportation,,,,,,,,,,,,,,
1978-03-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-03-01,Electric Power,,0.777,,,0.266,0.11,,,0.376,85.191,,,84.038,
1978-03-01,Industrial,0.913,,,,118.94,,,,118.94,119.853,,,,
1978-03-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-03-01,Transportation,,,,,,,,,,,,,,
1978-04-01,Commerical,,,,,0.973,,,,0.973,0.973,,,,
1978-04-01,Electric Power,,0.655,,,0.057,0.105,,,0.162,87.16,,,86.343,
1978-04-01,Industrial,0.938,,,,115.103,,,,115.103,116.041,,,,
1978-04-01,Residential,,,,,51.111,,,,,51.111,,,,
1978-04-01,Transportation,,,,,,,,,,,,,,
1978-05-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-05-01,Electric Power,,0.583,,,0.047,0.117,,,0.163,98.866,,,98.119,
1978-05-01,Industrial,1.066,,,,118.94,,,,118.94,120.006,,,,
1978-05-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-05-01,Transportation,,,,,,,,,,,,,,
1978-06-01,Commerical,,,,,0.973,,,,0.973,0.973,,,,
1978-06-01,Electric Power,,0.718,,,0.052,0.101,,,0.153,86.585,,,85.714,
1978-06-01,Industrial,0.931,,,,115.103,,,,115.103,116.034,,,,
1978-06-01,Residential,,,,,51.111,,,,,51.111,,,,
1978-06-01,Transportation,,,,,,,,,,,,,,
1978-07-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-07-01,Electric Power,,0.804,,,0.065,0.087,,,0.153,84.389,,,83.433,
1978-07-01,Industrial,0.906,,,,118.94,,,,118.94,119.846,,,,
1978-07-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-07-01,Transportation,,,,,,,,,,,,,,
1978-08-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-08-01,Electric Power,,0.945,,,0.249,0.18,,,0.429,77.07,,,75.696,
1978-08-01,Industrial,0.822,,,,118.94,,,,118.94,119.762,,,,
1978-08-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-08-01,Transportation,,,,,,,,,,,,,,
1978-09-01,Commerical,,,,,0.973,,,,0.973,0.973,,,,
1978-09-01,Electric Power,,0.998,,,0.134,0.134,,,0.268,73.523,,,72.257,
1978-09-01,Industrial,0.785,,,,115.103,,,,115.103,115.888,,,,
1978-09-01,Residential,,,,,51.111,,,,,51.111,,,,
1978-09-01,Transportation,,,,,,,,,,,,,,
1978-10-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-10-01,Electric Power,,0.742,,,0.267,0.142,,,0.409,67.613,,,66.462,
1978-10-01,Industrial,0.722,,,,118.94,,,,118.94,119.662,,,,
1978-10-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-10-01,Transportation,,,,,,,,,,,,,,
1978-11-01,Commerical,,,,,0.973,,,,0.973,0.973,,,,
1978-11-01,Electric Power,,0.839,,,0.251,0.12,,,0.371,69.287,,,68.078,
1978-11-01,Industrial,0.74,,,,115.103,,,,115.103,115.843,,,,
1978-11-01,Residential,,,,,51.111,,,,,51.111,,,,
1978-11-01,Transportation,,,,,,,,,,,,,,
1978-12-01,Commerical,,,,,1.005,,,,1.005,1.005,,,,
1978-12-01,Electric Power,,1.063,,,0.175,0.126,,,0.301,76.707,,,75.343,
1978-12-01,Industrial,0.818,,,,118.94,,,,118.94,119.759,,,,
1978-12-01,Residential,,,,,52.815,,,,,52.815,,,,
1978-12-01,Transportation,,,,,,,,,,,,,,
1979-01-01,Commerical,,,,,1.173,,,,1.173,1.173,,,,
1979-01-01,Electric Power,,1.021,,,0.126,0.147,,,0.273,86.668,,,85.373,
1979-01-01,Industrial,1.005,,,,119.317,,,,119.317,120.322,,,,
1979-01-01,Residential,,,,,61.837,,,,,61.837,,,,
1979-01-01,Transportation,,,,,,,,,,,,,,
1979-02-01,Commerical,,,,,1.06,,,,1.06,1.06,,,,
1979-02-01,Electric Power,,0.836,,,0.245,0.169,,,0.414,73.841,,,72.591,
1979-02-01,Industrial,0.854,,,,107.77,,,,107.77,108.625,,,,
1979-02-01,Residential,,,,,55.852,,,,,55.852,,,,
1979-02-01,Transportation,,,,,,,,,,,,,,
1979-03-01,Commerical,,,,,1.173,,,,1.173,1.173,,,,
1979-03-01,Electric Power,,1.121,,,0.313,0.241,,,0.554,90.117,,,88.442,
1979-03-01,Industrial,1.041,,,,119.317,,,,119.317,120.358,,,,
1979-03-01,Residential,,,,,61.837,,,,,61.837,,,,
1979-03-01,Transportation,,,,,,,,,,,,,,
1979-04-01,Commerical,,,,,1.135,,,,1.135,1.135,,,,
1979-04-01,Electric Power,,1.037,,,0.261,0.138,,,0.399,88.061,,,86.626,
1979-04-01,Industrial,1.02,,,,115.468,,,,115.468,116.488,,,,
1979-04-01,Residential,,,,,59.842,,,,,59.842,,,,
1979-04-01,Transportation,,,,,,,,,,,,,,
1979-05-01,Commerical,,,,,1.173,,,,1.173,1.173,,,,
1979-05-01,Electric Power,,1.043,,,0.234,0.221,,,0.455,100.238,,,98.741,
1979-05-01,Industrial,1.162,,,,119.317,,,,119.317,120.479,,,,
1979-05-01,Residential,,,,,61.837,,,,,61.837,,,,
1979-05-01,Transportation,,,,,,,,,,,,,,
1979-06-01,Commerical,,,,,1.135,,,,1.135,1.135,,,,
1979-06-01,Electric Power,,1.056,,,0.217,0.17,,,0.387,86.67,,,85.227,
1979-06-01,Industrial,1.003,,,,115.468,,,,115.468,116.471,,,,
1979-06-01,Residential,,,,,59.842,,,,,59.842,,,,
1979-06-01,Transportation,,,,,,,,,,,,,,
1979-07-01,Commerical,,,,,1.173,,,,1.173,1.173,,,,
